Terim_TR,StandartKarsilik_EN,Terim_ES,Terim_PT,Terim_RU,KisaKod,NamingToken_TR,KullanimTipi,KategoriKumesi,Kaynak
ÇŞB poz numarası,MoEUA unit price item number,MoEUA unidad price item número,MoEUA unidade price item número,MoEUA единица price item номер,,CSBpoznumarasi,aciklama,Description,semantic_dictionary
ÇŞB/YİGM MEP poz numarası,MoEUA / YIGM MEP unit price item number,MoEUA / YIGM MEP unidad price item número,MoEUA / YIGM MEP unidade price item número,MoEUA / YIGM MEP единица price item номер,,CSB/YIGMMEPpoznumarasi,aciklama,Description,semantic_dictionary
ÇŞB/YİGM poz numarası,MoEUA / YIGM unit price item number,MoEUA / YIGM unidad price item número,MoEUA / YIGM unidade price item número,MoEUA / YIGM единица price item номер,,CSB/YIGMpoznumarasi,aciklama,Description,semantic_dictionary
ÇŞİDB / idare bina grubu adı,MoEUA / authority building group name,MoEUA / authority edificio grupo nombre,MoEUA / authority edifício grupo nome,MoEUA / authority здание группа имя,,CSIDB/idarebinagrubuadi,aciklama,Description,semantic_dictionary
ÇŞİDB / idare bina grubu kodu,MoEUA / authority building group code,MoEUA / authority edificio grupo código,MoEUA / authority edifício grupo código,MoEUA / authority здание группа код,,CSIDB/idarebinagrubukodu,aciklama,Description,semantic_dictionary
Ön / Kesin / Uygulama / Ruhsat projesi,Preliminary / Final / Construction Document / Permit project,Preliminary / Final / construcción documento / permiso proyecto,Preliminary / Final / construção documento / licença projeto,Preliminary / Final / строительство документ / разрешение проект,,On/Kesin/Uygulama/Ruhsatprojesi,aciklama,Description,semantic_dictionary
Ön cephe çekme mesafesi (m),Front setback distance (m),Front retiro distancia (m),Front recuo distância (m),Front отступ расстояние (m),,Oncephecekmemesafesi(m),aciklama,Description,semantic_dictionary
Üretici firma ve ürün kodu,Manufacturer company and product code,Manufacturer company and producto código,Manufacturer company and produto código,Manufacturer company and изделие код,,Ureticifirmaveurunkodu,aciklama,Description,semantic_dictionary
Üst ana donatı (örn: 4Ø16 / 3Ø20+2Ø16),Top main reinforcement (e.g. 4Ø16 / 3Ø20+2Ø16),superior main armadura (e.g. 4Ø16 / 3Ø20+2Ø16),superior main armadura (e.g. 4Ø16 / 3Ø20+2Ø16),верхний main армирование (e.g. 4Ø16 / 3Ø20+2Ø16),,Ustanadonati(orn:4Ø16/3Ø20+2Ø16),aciklama,Description,semantic_dictionary
Üçüncül sınıflandırma kodu,Tertiary classification code,Tertiary clasificación código,Tertiary classificação código,Tertiary классификация код,,Ucunculsiniflandirmakodu,aciklama,Description,semantic_dictionary
Şantiye disiplin sorumluluğu,Site discipline responsibility,obra disciplina responsibility,obra disciplina responsibility,стройплощадка дисциплина responsibility,,Santiyedisiplinsorumlulugu,aciklama,Description,semantic_dictionary
Bitiş,Finish,Acabado,Acabamento,Отделка,BITIS,Bitis,material_term,Materials,pt_pdf + nbs
Açıklık,Opening,Apertura,Abertura,Проем,ACKLK,Aciklik,geometry_term,Architecture,pt_pdf
Varsayılan kot,Default Elevation,Elevación predeterminada,Elevação padrão,Отметка по умолчанию,VARSAYLANKOT,Varsayilankot,family_parameter_alias,Core BIM,family_common + ru_glossary
Kat,Level,Nivel,Andar,Уровень,KAT,Kat,space_term,Architecture,user_pt + ru_glossary
Kat,Floor,Piso,Andar,Этаж,KAT,Kat,space_term,Architecture,user_pt + ru_glossary
Döşeme,Floor slab,Losa,Laje,Плита перекрытия,DOSEME,Doseme,category_term,Architecture,shared_param + manual
Plan,Plan,Plano,Planta,План,PLAN,Plan,drawing_term,Documentation,user_pt + ru_glossary
Tasarım,Design,Diseño,Projeto/Desenho,Проектирование,TASARM,Tasarim,project_info_term,Core BIM,manual
Kagir,Masonry,Mampostería,Alvenaria,Каменная кладка,KAGIR,Kagir,category_term,Structure,user_pt + pt_pdf
Tuğla,Brick,Ladrillo,Tijolo,Кирпич,TUGLA,Tugla,material_term,Materials,user_pt + ru_glossary
Çimento,Cement,Cemento,Cimento,Цемент,CIMENTO,Cimento,material_term,Materials,user_pt
Balkon,Balcony,Balcón,Varanda,Балкон,BALKON,Balkon,category_term,Architecture,user_pt + ru_glossary
Çatı oluğu,Roof Gutter,Canalón,Algaroz,Водосточный желоб,CATOLUGU,Catiolugu,category_term,Architecture,user_pt
Sıva,Plaster / Render,Revoque / Enlucido,Reboco,Штукатурка,SVA,Siva,material_term,Finishes,user_pt
Fayans,Tile,Azulejo,Azulejo,Плитка,FAYANS,Fayans,material_term,Finishes,user_pt + ru_glossary
Araçlar,Tools,Herramientas,Ferramentas,Инструменты,ARACLAR,Araclar,site_term,Site,user_pt
İskele,Scaffolding,Andamio,Andaime,Строительные леса,ISKELE,Iskele,site_term,Site,user_pt
Marangoz,Carpenter,Carpintero,Carpinteiro,Плотник,MARANGOZ,Marangoz,labor_term,Site,user_pt
Şantiye,Construction site,Obra / sitio de construcción,Obra,Строительная площадка,SANTIYE,Santiye,site_term,Site,user_pt + ru_glossary
Özel dış alan,Private outdoor space / yard,Patio / espacio exterior privado,Logradouro,Частный двор,OZELDSALAN,Ozeldisalan,space_term,Architecture,user_pt
Havuz,Swimming pool,Piscina,Piscina,Бассейн,HAVUZ,Havuz,category_term,Architecture,user_pt
Malik,Owner / Landlord,Propietario,Proprietário,Собственник,MALIK,Malik,project_info_term,Core BIM,user_pt
Kiralamak,To rent,Alquilar,Alugar,Арендовать,KIRALAMAK,Kiralamak,project_info_term,Core BIM,user_pt
Donatı,Reinforcement,Armadura,Armadura,Арматура,DONAT,Donati,structure_term,Structure,pt_pdf
Betonarme,Reinforced concrete,Hormigón armado,Betão armado,Железобетон,BETONARME,Betonarme,structure_term,Structure,pt_pdf + ru_glossary
Kiriş,Beam,Viga,Viga,Балка,KIRIS,Kiris,structure_term,Structure,pt_pdf + ru_glossary
Kolon,Column,Columna,Coluna,Колонна,KOLON,Kolon,structure_term,Structure,manual
Eksen,Axis,Eje,Eixo,Ось,EKSEN,Eksen,geometry_term,Core BIM,pt_pdf
Genleşme,Expansion,Expansión,Dilatação,Расширение,GENLESME,Genlesme,physics_term,Core BIM,pt_pdf
Yalıtım,Insulation,Aislamiento,Isolamento,Изоляция,YALTM,Yalitim,material_term,MEP/Envelope,pt_pdf
Su yalıtımı,Waterproofing,Impermeabilización,Impermeabilização,Гидроизоляция,SUYALTM,Suyalitimi,material_term,Envelope,pt_pdf + ru_glossary
Yük,Load,Carga,Carga,Нагрузка,YUK,Yuk,analysis_term,Structure,pt_pdf
Çizim,Drawing,Dibujo,Desenho,Чертеж,CIZIM,Cizim,drawing_term,Documentation,pt_pdf
Detay,Detail,Detalle,Detalhe,Деталь,DETAY,Detay,drawing_term,Documentation,pt_pdf
Diyafram,Diaphragm,Diafragma,Diafragma,Диафрагма,DIYAFRAM,Diyafram,structure_term,Structure,pt_pdf
Kazı,Excavation,Excavación,Escavação,Выемка / разработка грунта,KAZ,Kazi,site_term,Site,pt_pdf
Dolgu,Fill,Relleno,Enchimento,Засыпка,DOLGU,Dolgu,site_term,Site,pt_pdf
Sürtünme,Friction,Fricción,Atrito,Трение,SURTUNME,Surtunme,analysis_term,Structure,pt_pdf
Kuvvet,Force,Fuerza,Força,Сила,KUVVET,Kuvvet,analysis_term,Structure,pt_pdf
Birim ağırlık,Unit weight,Peso unitario,Peso específico,Удельный вес,BIRIMAGRLK,Birimagirlik,analysis_term,Structure,pt_pdf
Basınç,Pressure,Presión,Pressão,Давление,BASNC,Basinc,analysis_term,Structure,pt_pdf
Destek,Support,Apoyo,Apoio,Опора,DESTEK,Destek,structure_term,Structure,pt_pdf
Nokta yük,Point load,Carga puntual,Carga concentrada,Сосредоточенная нагрузка,NOKTAYUK,Noktayuk,analysis_term,Structure,manual
Mimarlık,Architecture,Arquitectura,Arquitetura,Архитектура,MIMARLK,Mimarlik,project_info_term,Core BIM,ru_glossary
Antiseptik,Antiseptic,Antiséptico,Antisséptico,Антисептик,ANTISEPTIK,Antiseptik,material_term,Materials,ru_glossary
Kemer,Arch,Arco,Arco,Арка,KEMER,Kemer,category_term,Architecture,ru_glossary
Korkuluk dikmesi,Baluster,Balaustre,Balaústre,Балясина,KORKULUKDIKM,Korkulukdikmesi,category_term,Architecture,ru_glossary
Sınır taşı,Curb / Border,Bordillo,Bordura,Бордюр,SNRTAS,Sinirtasi,site_term,Site,ru_glossary
Kazan,Boiler,Caldera,Caldeira,Бойлер,KAZAN,Kazan,mep_term,MEP,ru_glossary
Kütük,Log,Tronco,Tora,Бревно,KUTUK,Kutuk,material_term,Materials,ru_glossary
Kereste,Timber / Lumber,Madera aserrada,Madeira serrada,Брус,KERESTE,Kereste,material_term,Materials,ru_glossary
Buldozer,Bulldozer,Bulldózer,Bulldozer,Бульдозер,BULDOZER,Buldozer,site_term,Site,ru_glossary
Mineral yün,Mineral wool,Lana mineral,Lã mineral,Минеральная вата,MINERALYUN,Mineralyun,material_term,Insulation,ru_glossary
Vitray,Stained glass,Vidriera,Vitral,Витраж,VITRAY,Vitray,material_term,Architecture,ru_glossary
Su alma yapısı,Water intake,Captación de agua,Captação de água,Водозабор,SUALMAYAPS,Sualmayapisi,infrastructure_term,Infrastructure,ru_glossary
Drenaj,Drainage,Drenaje,Drenagem,Водоотведение,DRENAJ,Drenaj,infrastructure_term,Infrastructure,ru_glossary
Hava kanalı,Air duct,Conducto de aire,Conduta de ar,Воздуховод,HAVAKANAL,Havakanali,mep_term,MEP,ru_glossary
Alçı,Gypsum,Yeso,Gesso,Гипс,ALC,Alci,material_term,Materials,ru_glossary
Alçıpan,Gypsum board,Placa de yeso,Gesso cartonado,Гипсокартон,ALCPAN,Alcipan,material_term,Finishes,ru_glossary
Zemin planı,Master plan,Plan general,Plano geral,Генеральный план,ZEMINPLAN,Zeminplani,drawing_term,Documentation,ru_glossary
Astar,Primer,Imprimación,Primário,Грунтовка,ASTAR,Astar,material_term,Finishes,ru_glossary
Çakıl,Gravel,Grava,Cascalho,Гравий,CAKL,Cakil,material_term,Materials,ru_glossary
Granit,Granite,Granito,Granito,Гранит,GRANIT,Granit,material_term,Materials,ru_glossary
Toprak,Soil,Suelo,Solo,Грунт,TOPRAK,Toprak,site_term,Site,ru_glossary
Sürgülü kapı,Sliding door,Puerta corredera,Porta de correr,Двери-купе,SURGULUKAP,Surgulukapi,category_term,Architecture,ru_glossary
Baca,Chimney / Flue,Chimenea,Chaminé,Дымоход,BACA,Baca,category_term,Architecture,ru_glossary
Vadi dere,Valley gutter,Limahoya,Endova,Ендова,VADIDERE,Vadidere,roof_term,Architecture,ru_glossary + user_pt
Panjur,Blinds / Shutters,Persianas,Estores / Persianas,Жалюзи,PANJUR,Panjur,category_term,Architecture,ru_glossary
Topraklama,Grounding,Puesta a tierra,Aterramento,Заземление,TOPRAKLAMA,Topraklama,electrical_term,MEP,ru_glossary
Geliştirici,Developer,Promotor,Incorporador,Застройщик,GELISTIRICI,Gelistirici,project_info_term,Core BIM,ru_glossary
Brüt alan,Gross area,Área bruta,Área bruta,Общая площадь,GAR,BrutAlan,space_term,Geometry,manual_multilang
Net alan,Net area,Área neta,Área líquida,Чистая площадь,NAR,NetAlan,space_term,Geometry,manual_multilang
Kullanılabilir alan,Usable area,Área útil,Área útil,Полезная площадь,UAR,KullanilabilirAlan,space_term,Geometry,manual_multilang
Kot,Elevation,Cota,Cota,Отметка,ELV,Kot,family_parameter_alias,Geometry,manual_multilang
Eğim,Slope,Pendiente,Inclinação,Уклон,SLP,Egim,family_parameter_alias,Geometry,manual_multilang
Açı,Angle,Ángulo,Ângulo,Угол,ANG,Aci,family_parameter_alias,Geometry,manual_multilang
Ofset,Offset,Desfase,Deslocamento,Смещение,OFF,Ofset,family_parameter_alias,Geometry,manual_multilang
Merkez çizgisi,Centerline,Línea de centro,Linha de centro,Осевая линия,CL,MerkezCizgisi,annotation_term,Geometry,manual_multilang
Kaba yükseklik,Rough height,Altura bruta,Altura bruta,Черновая высота,RHT,KabaYukseklik,family_parameter_alias,Geometry,manual_multilang
Kaba genişlik,Rough width,Ancho bruto,Largura bruta,Черновая ширина,RWD,KabaGenislik,family_parameter_alias,Geometry,manual_multilang
Bölme duvar,Partition wall,Tabique,Parede divisória,Перегородка,PTW,BolmeDuvar,category_term,Architecture,manual_multilang
Perde duvar,Curtain wall,Muro cortina,Fachada-cortina,Навесная стена,CW,PerdeDuvar,category_term,Architecture,manual_multilang
Sahanlık,Landing,Descanso,Patamar,Площадка лестницы,LND,Sahanlik,category_term,Architecture,manual_multilang
Korkuluk,Railing,Barandilla,Guarda-corpo,Ограждение,RLG,Korkuluk,category_term,Architecture,manual_multilang
Küpeşte,Handrail,Pasamanos,Corrimão,Поручень,HDR,Kupeste,category_term,Architecture,manual_multilang
Teras,Terrace,Terraza,Terraço,Терраса,TRC,Teras,category_term,Architecture,manual_multilang
Denizlik,Sill,Alféizar,Peitoril,Подоконник,SIL,Denizlik,category_term,Architecture,manual_multilang
Lento,Lintel,Dintel,Verga,Перемычка,LNT,Lento,category_term,Architecture,manual_multilang
Kasa,Frame,Marco,Caixilho,Коробка,FRM,Kasa,category_term,Architecture,manual_multilang
Kanat,Leaf,Hoja,Folha,Створка,LAF,Kanat,category_term,Architecture,manual_multilang
Panel,Panel,Panel,Painel,Панель,PNL,Panel,category_term,Architecture,manual_multilang
Kayıt,Mullion,Parteluz,Montante,Импост,MLN,Kayit,category_term,Architecture,manual_multilang
Travers,Transom,Travesaño,Travessa,Фрамуга,TRN,Travers,category_term,Architecture,manual_multilang
Cephe kaplaması,Cladding,Revestimiento,Revestimento,Облицовка,CLD,CepheKaplamasi,material_term,Architecture,manual_multilang
Sıva,Plaster,Enlucido,Reboco,Штукатурка,PLS,Siva,material_term,Architecture,manual_multilang
Harç,Mortar,Mortero,Argamassa,Раствор,MRT,Harc,material_term,Architecture,manual_multilang
Seramik,Ceramic,Cerámica,Cerâmica,Керамика,CER,Seramik,material_term,Architecture,manual_multilang
Seramik karo,Ceramic tile,Baldosa cerámica,Azulejo cerâmico,Керамическая плитка,TIL,SeramikKaro,material_term,Architecture,manual_multilang
Mermer,Marble,Mármol,Mármore,Мрамор,MRB,Mermer,material_term,Architecture,manual_multilang
Ahşap,Wood,Madera,Madeira,Дерево,WDM,Ahsap,material_term,Architecture,manual_multilang
Kontrplak,Plywood,Contrachapado,Contraplacado,Фанера,PLY,Kontrplak,material_term,Architecture,manual_multilang
Kapı yüksekliği,Door height,Altura de puerta,Altura da porta,Высота двери,DHT,KapiYuksekligi,family_parameter_alias,Architecture,manual_multilang
Kapı genişliği,Door width,Ancho de puerta,Largura da porta,Ширина двери,DWD,KapiGenisligi,family_parameter_alias,Architecture,manual_multilang
Pencere yüksekliği,Window height,Altura de ventana,Altura da janela,Высота окна,WHT,PencereYuksekligi,family_parameter_alias,Architecture,manual_multilang
Pencere genişliği,Window width,Ancho de ventana,Largura da janela,Ширина окна,WWD,PencereGenisligi,family_parameter_alias,Architecture,manual_multilang
Temel pabucu,Footing,Zapata,Sapata,Фундаментная подошва,FTG,TemelPabucu,category_term,Structure,manual_multilang
Kazık,Pile,Pilote,Estaca,Свая,PIL,Kazik,category_term,Structure,manual_multilang
İstinat duvarı,Retaining wall,Muro de contención,Muro de contenção,Подпорная стена,RTW,IstinatDuvari,category_term,Structure,manual_multilang
Donatı çeliği,Reinforcing steel,Acero de refuerzo,Aço de armadura,Арматурная сталь,RST,DonatiCeligi,material_term,Structure,manual_multilang
Donatı çapı,Bar diameter,Diámetro de barra,Diâmetro da barra,Диаметр арматуры,RBD,DonatiCapi,family_parameter_alias,Structure,manual_multilang
Beton sınıfı,Concrete class,Clase de hormigón,Classe de betão,Класс бетона,CCL,BetonSinifi,family_parameter_alias,Structure,manual_multilang
Çelik,Steel,Acero,Aço,Сталь,STL,Celik,material_term,Structure,manual_multilang
Taşıyıcı sistem,Structural system,Sistema estructural,Sistema estrutural,Несущая система,STS,TasiyiciSistem,classification_term,Structure,manual_multilang
Yapısal duvar,Structural wall,Muro estructural,Parede estrutural,Несущая стена,STW,YapisalDuvar,category_term,Structure,manual_multilang
Perde,Shear wall,Muro de corte,Parede de cisalhamento,Стена жесткости,SHW,Perde,category_term,Structure,manual_multilang
Döşeme kalınlığı,Slab thickness,Espesor de losa,Espessura da laje,Толщина плиты,SLT,DosemeKalinligi,family_parameter_alias,Structure,manual_multilang
Deprem bölgesi,Seismic zone,Zona sísmica,Zona sísmica,Сейсмическая зона,SEZ,DepremBolgesi,classification_term,Structure,manual_multilang
Zemin tipi,Soil type,Tipo de suelo,Tipo de solo,Тип грунта,SOL,ZeminTipi,classification_term,Structure,manual_multilang
